date,store,item,forecasted_sales
2018-02-12,1,3,40.363575
2018-02-13,1,3,45.610302
2018-02-14,1,3,46.105297
2018-02-15,1,3,48.947803
2018-02-16,1,3,52.237667
2018-02-17,1,3,55.253944
2018-02-18,1,3,58.382072
2018-02-19,1,3,39.74614
2018-02-20,1,3,44.952347
2018-02-21,1,3,45.34371
2018-02-22,1,3,48.504562
2018-02-23,1,3,51.706223
2018-02-24,1,3,54.669025
2018-02-25,1,3,57.87474
2018-02-26,1,3,39.280888
2018-02-27,1,3,44.421844
2018-02-28,1,3,44.791126
2018-03-01,1,3,56.645084
2018-03-02,1,3,59.75688
2018-03-03,1,3,62.465748
2018-03-04,1,3,64.20556
2018-03-05,1,3,44.74299
2018-03-06,1,3,49.419144
2018-03-07,1,3,49.303917
2018-03-08,1,3,52.14749
2018-03-09,1,3,55.24486
2018-03-10,1,3,58.309433
2018-03-11,1,3,60.949455
2018-03-12,1,3,41.596134
2018-03-13,1,3,47.031464
2018-03-14,1,3,47.542774
2018-03-15,1,3,50.04967
2018-03-16,1,3,53.209522
2018-03-17,1,3,56.1053
2018-03-18,1,3,59.149925
2018-03-19,1,3,40.49193
2018-03-20,1,3,45.8013
2018-03-21,1,3,46.157074
2018-03-22,1,3,49.29357
2018-03-23,1,3,52.326267
2018-03-24,1,3,55.164238
2018-03-25,1,3,58.06374
2018-03-26,1,3,39.52606
2018-03-27,1,3,44.774487
2018-03-28,1,3,45.153976
2018-03-29,1,3,48.11199
2018-03-30,1,3,51.34795
2018-03-31,1,3,54.004086
2018-01-01,1,4,12.136414
2018-01-02,1,4,41.643642
2018-01-03,1,4,41.276104
2018-01-04,1,4,45.160805
2018-01-05,1,4,47.580544
2018-01-06,1,4,51.420986
2018-01-07,1,4,54.04081
2018-01-08,1,4,36.117146
2018-01-09,1,4,41.497482
2018-01-10,1,4,40.964462
2018-01-11,1,4,44.906948
2018-01-12,1,4,46.962883
2018-01-13,1,4,50.46063
2018-01-14,1,4,52.953197
2018-01-15,1,4,36.566204
2018-01-16,1,4,41.834656
2018-01-17,1,4,41.68469
2018-01-18,1,4,45.42843
2018-01-19,1,4,48.57298
2018-01-20,1,4,51.127052
2018-01-21,1,4,53.990456
2018-01-22,1,4,36.8904
2018-01-23,1,4,41.823025
2018-01-24,1,4,41.843483
2018-01-25,1,4,45.449455
2018-01-26,1,4,48.44299
2018-01-27,1,4,51.91796
2018-01-28,1,4,54.971153
2018-01-29,1,4,37.4394
2018-01-30,1,4,42.98131
2018-01-31,1,4,44.297604
2018-02-01,1,4,52.275196
2018-02-02,1,4,55.495834
2018-02-03,1,4,58.390587
2018-02-04,1,4,60.86179
2018-02-05,1,4,42.27061
2018-02-06,1,4,46.75876
2018-02-07,1,4,46.980927
2018-02-08,1,4,49.92301
2018-02-09,1,4,53.158104
2018-02-10,1,4,56.28246
2018-02-11,1,4,59.2534
2018-02-12,1,4,40.202026
2018-02-13,1,4,45.448753
2018-02-14,1,4,45.94375
2018-02-15,1,4,48.786255
2018-02-16,1,4,52.07612
2018-02-17,1,4,55.092396
2018-02-18,1,4,58.220524
2018-02-19,1,4,39.58459
2018-02-20,1,4,44.7908
2018-02-21,1,4,45.182163
2018-02-22,1,4,48.343014
2018-02-23,1,4,51.544674
2018-02-24,1,4,54.507477
2018-02-25,1,4,57.713192
2018-02-26,1,4,39.11934
2018-02-27,1,4,44.260296
2018-02-28,1,4,44.629578
2018-03-01,1,4,56.483536
2018-03-02,1,4,59.595333
2018-03-03,1,4,62.3042
2018-03-04,1,4,64.044
2018-03-05,1,4,44.58144
2018-03-06,1,4,49.257595
2018-03-07,1,4,49.14237
2018-03-08,1,4,51.985943
2018-03-09,1,4,55.083313
2018-03-10,1,4,58.147884
2018-03-11,1,4,60.787907
2018-03-12,1,4,41.434586
2018-03-13,1,4,46.869915
2018-03-14,1,4,47.381226
2018-03-15,1,4,49.888123
2018-03-16,1,4,53.047974
2018-03-17,1,4,55.943752
2018-03-18,1,4,58.988377
2018-03-19,1,4,40.33038
2018-03-20,1,4,45.63975
2018-03-21,1,4,45.995525
2018-03-22,1,4,49.132023
2018-03-23,1,4,52.16472
2018-03-24,1,4,55.00269
2018-03-25,1,4,57.90219
2018-03-26,1,4,39.36451
2018-03-27,1,4,44.612938
2018-03-28,1,4,44.992428
2018-03-29,1,4,47.950443
2018-03-30,1,4,51.1864
2018-03-31,1,4,53.842537
2018-01-01,1,5,10.039949
2018-01-02,1,5,41.461163
2018-01-03,1,5,41.48101
2018-01-04,1,5,45.014336
2018-01-05,1,5,47.74676
2018-01-06,1,5,51.123116
2018-01-07,1,5,53.62707
2018-01-08,1,5,35.789394
2018-01-09,1,5,41.209675
2018-01-10,1,5,40.831726
2018-01-11,1,5,44.19089
2018-01-12,1,5,46.972797
2018-01-13,1,5,49.99709
2018-01-14,1,5,53.19706
2018-01-15,1,5,36.466373
2018-01-16,1,5,41.47614
2018-01-17,1,5,41.420246
2018-01-18,1,5,44.583447
2018-01-19,1,5,47.400265
2018-01-20,1,5,50.95925
2018-01-21,1,5,53.70648
2018-01-22,1,5,36.73348
2018-01-23,1,5,41.70689
2018-01-24,1,5,41.805725
2018-01-25,1,5,44.957264
2018-01-26,1,5,47.907246
2018-01-27,1,5,51.423515
2018-01-28,1,5,54.443123
2018-01-29,1,5,37.4947
2018-01-30,1,5,42.98833
2018-01-31,1,5,44.140682
2018-02-01,1,5,52.107395
2018-02-02,1,5,55.328033
2018-02-03,1,5,58.222786
2018-02-04,1,5,60.69399
2018-02-05,1,5,42.10281
2018-02-06,1,5,46.590958
2018-02-07,1,5,46.813126
2018-02-08,1,5,49.75521
2018-02-09,1,5,52.990303
2018-02-10,1,5,56.11466
2018-02-11,1,5,59.085598
2018-02-12,1,5,40.034225
2018-02-13,1,5,45.280952
2018-02-14,1,5,45.775948
2018-02-15,1,5,48.618454
2018-02-16,1,5,51.908318
2018-02-17,1,5,54.924595
2018-02-18,1,5,58.052723
2018-02-19,1,5,39.41679
2018-02-20,1,5,44.622997
2018-02-21,1,5,45.02524
2018-02-22,1,5,48.186092
2018-02-23,1,5,51.387753
2018-02-24,1,5,54.350555
2018-02-25,1,5,57.55627
2018-02-26,1,5,38.962418
2018-02-27,1,5,44.103374
2018-02-28,1,5,44.472656
2018-03-01,1,5,56.315735
2018-03-02,1,5,59.427532
2018-03-03,1,5,62.1364
2018-03-04,1,5,63.876198
2018-03-05,1,5,44.41364
2018-03-06,1,5,49.089794
2018-03-07,1,5,48.974567
2018-03-08,1,5,51.818142
2018-03-09,1,5,54.915512
2018-03-10,1,5,57.980083
2018-03-11,1,5,60.620106
2018-03-12,1,5,41.266785
2018-03-13,1,5,46.702114
2018-03-14,1,5,47.213425
2018-03-15,1,5,49.72032
2018-03-16,1,5,52.880173
2018-03-17,1,5,55.77595
2018-03-18,1,5,58.820576
2018-03-19,1,5,40.16258
2018-03-20,1,5,45.47195
2018-03-21,1,5,45.838604
2018-03-22,1,5,48.9751
2018-03-23,1,5,52.007797
2018-03-24,1,5,54.845768
2018-03-25,1,5,57.74527
2018-03-26,1,5,39.20759
2018-03-27,1,5,44.456017
2018-03-28,1,5,44.835506
2018-03-29,1,5,47.79352
2018-03-30,1,5,51.02948
2018-03-31,1,5,53.685616
2018-01-01,1,6,34.252018
2018-01-02,1,6,42.065136
2018-01-03,1,6,42.365463
2018-01-04,1,6,44.899822
2018-01-05,1,6,48.41682
2018-01-06,1,6,52.435444
2018-01-07,1,6,56.73815
2018-01-08,1,6,37.481754
2018-01-09,1,6,43.578777
2018-01-10,1,6,43.450302
2018-01-11,1,6,46.80081
2018-01-12,1,6,50.52051
2018-01-13,1,6,53.35102
2018-01-14,1,6,55.744194
2018-01-15,1,6,37.94044
2018-01-16,1,6,43.500404
2018-01-17,1,6,43.806736
2018-01-18,1,6,47.364708
2018-01-19,1,6,50.374218
2018-01-20,1,6,53.40202
2018-01-21,1,6,56.775444
2018-01-22,1,6,37.737152
2018-01-23,1,6,43.5238
2018-01-24,1,6,43.341946
2018-01-25,1,6,47.588398
2018-01-26,1,6,50.46514
2018-01-27,1,6,53.99492
2018-01-28,1,6,57.174377
2018-01-29,1,6,38.65303
2018-01-30,1,6,43.905033
2018-01-31,1,6,44.508575
2018-02-01,1,6,52.45536
2018-02-02,1,6,55.676
2018-02-03,1,6,58.57075
2018-02-04,1,6,61.087105
2018-02-05,1,6,42.450775
2018-02-06,1,6,46.938923
2018-02-07,1,6,47.16109
2018-02-08,1,6,50.13827
2018-02-09,1,6,53.373363
2018-02-10,1,6,56.49772
2018-02-11,1,6,59.51381
2018-02-12,1,6,40.417286
2018-02-13,1,6,45.664013
2018-02-14,1,6,46.159008
2018-02-15,1,6,49.001514
2018-02-16,1,6,52.291378
2018-02-17,1,6,55.307655
2018-02-18,1,6,58.480934
2018-02-19,1,6,39.79985
2018-02-20,1,6,45.006058
2018-02-21,1,6,45.408302
2018-02-22,1,6,48.569153
2018-02-23,1,6,51.784668
2018-02-24,1,6,54.739067
2018-02-25,1,6,57.989933
2018-02-26,1,6,39.35093
2018-02-27,1,6,44.491886
2018-02-28,1,6,44.861168
2018-03-01,1,6,56.708454
2018-03-02,1,6,59.82025
2018-03-03,1,6,62.529118
2018-03-04,1,6,64.31407
2018-03-05,1,6,44.80636
2018-03-06,1,6,49.482513
2018-03-07,1,6,49.367287
2018-03-08,1,6,52.21086
2018-03-09,1,6,55.30823
2018-03-10,1,6,58.372803
2018-03-11,1,6,61.057976
2018-03-12,1,6,41.659504
2018-03-13,1,6,47.094833
2018-03-14,1,6,47.606144
2018-03-15,1,6,50.11304
2018-03-16,1,6,53.272892
2018-03-17,1,6,56.160954
2018-03-18,1,6,59.25073
2018-03-19,1,6,40.54758
2018-03-20,1,6,45.856953
2018-03-21,1,6,46.223606
2018-03-22,1,6,49.360104
2018-03-23,1,6,52.406654
2018-03-24,1,6,55.23622
2018-03-25,1,6,58.180874
2018-03-26,1,6,39.59804
2018-03-27,1,6,44.84647
2018-03-28,1,6,45.22596
2018-03-29,1,6,48.183975
2018-03-30,1,6,51.419933
2018-03-31,1,6,54.07607
2018-01-01,1,7,33.955795
2018-01-02,1,7,41.708103
2018-01-03,1,7,41.970394
2018-01-04,1,7,45.269608
2018-01-05,1,7,49.13759
2018-01-06,1,7,52.493744
2018-01-07,1,7,56.599483
2018-01-08,1,7,37.47508
2018-01-09,1,7,42.83313
2018-01-10,1,7,43.31972
2018-01-11,1,7,46.6144
2018-01-12,1,7,49.223606
2018-01-13,1,7,52.98278
2018-01-14,1,7,55.58037
2018-01-15,1,7,37.486134
2018-01-16,1,7,43.722374
2018-01-17,1,7,43.46193
2018-01-18,1,7,47.419624
2018-01-19,1,7,49.689365
2018-01-20,1,7,53.476776
2018-01-21,1,7,56.063873
2018-01-22,1,7,37.80768
2018-01-23,1,7,44.16264
2018-01-24,1,7,44.078075
2018-01-25,1,7,47.353786
2018-01-26,1,7,51.028027
2018-01-27,1,7,53.490856
2018-01-28,1,7,57.169216
2018-01-29,1,7,38.747795
2018-01-30,1,7,43.94667
2018-01-31,1,7,44.508575
2018-02-01,1,7,52.45536
2018-02-02,1,7,55.676
2018-02-03,1,7,58.57075
2018-02-04,1,7,61.087105
2018-02-05,1,7,42.450775
2018-02-06,1,7,46.938923
2018-02-07,1,7,47.16109
2018-02-08,1,7,50.13827
2018-02-09,1,7,53.373363
2018-02-10,1,7,56.49772
2018-02-11,1,7,59.51381
2018-02-12,1,7,40.417286
2018-02-13,1,7,45.664013
2018-02-14,1,7,46.159008
2018-02-15,1,7,49.001514
2018-02-16,1,7,52.291378
2018-02-17,1,7,55.307655
2018-02-18,1,7,58.480934
2018-02-19,1,7,39.79985
2018-02-20,1,7,45.006058
2018-02-21,1,7,45.408302
2018-02-22,1,7,48.569153
2018-02-23,1,7,51.784668
2018-02-24,1,7,54.739067
2018-02-25,1,7,57.989933
2018-02-26,1,7,39.35093
2018-02-27,1,7,44.491886
2018-02-28,1,7,44.861168
2018-03-01,1,7,56.708454
2018-03-02,1,7,59.82025
2018-03-03,1,7,62.529118
2018-03-04,1,7,64.31407
2018-03-05,1,7,44.80636
2018-03-06,1,7,49.482513
2018-03-07,1,7,49.367287
2018-03-08,1,7,52.21086
2018-03-09,1,7,55.30823
2018-03-10,1,7,58.372803
2018-03-11,1,7,61.057976
2018-03-12,1,7,41.659504
2018-03-13,1,7,47.094833
2018-03-14,1,7,47.606144
2018-03-15,1,7,50.11304
2018-03-16,1,7,53.272892
2018-03-17,1,7,56.160954
2018-03-18,1,7,59.25073
2018-03-19,1,7,40.54758
2018-03-20,1,7,45.856953
2018-03-21,1,7,46.223606
2018-03-22,1,7,49.360104
2018-03-23,1,7,52.406654
2018-03-24,1,7,55.23622
2018-03-25,1,7,58.180874
2018-03-26,1,7,39.59804
2018-03-27,1,7,44.84647
2018-03-28,1,7,45.22596
2018-03-29,1,7,48.183975
2018-03-30,1,7,51.419933
2018-03-31,1,7,54.07607
2018-01-01,1,8,45.4653
2018-01-02,1,8,41.997643
2018-01-03,1,8,42.49468
2018-01-04,1,8,44.328747
2018-01-05,1,8,48.748352
2018-01-06,1,8,52.611755
2018-01-07,1,8,56.32388
2018-01-08,1,8,38.77825
2018-01-09,1,8,43.71348
2018-01-10,1,8,44.229725
2018-01-11,1,8,47.13529
2018-01-12,1,8,50.879
2018-01-13,1,8,52.918415
2018-01-14,1,8,56.370697
2018-01-15,1,8,38.83914
2018-01-16,1,8,44.139286
2018-01-17,1,8,44.43527
2018-01-18,1,8,47.60151
2018-01-19,1,8,50.808784
2018-01-20,1,8,54.13821
2018-01-21,1,8,57.30131
2018-01-22,1,8,38.879078
2018-01-23,1,8,44.383995
2018-01-24,1,8,44.68142
2018-01-25,1,8,47.904243
2018-01-26,1,8,51.160778
2018-01-27,1,8,54.27473
2018-01-28,1,8,57.297085
2018-01-29,1,8,38.810036
2018-01-30,1,8,44.0935
2018-01-31,1,8,44.509895
2018-02-01,1,8,52.45668
2018-02-02,1,8,55.67732
2018-02-03,1,8,58.57207
2018-02-04,1,8,61.071793
2018-02-05,1,8,42.452095
2018-02-06,1,8,46.940243
2018-02-07,1,8,47.16241
2018-02-08,1,8,50.13959
2018-02-09,1,8,53.374683
2018-02-10,1,8,56.49904
2018-02-11,1,8,59.498497
2018-02-12,1,8,40.418606
2018-02-13,1,8,45.665333
2018-02-14,1,8,46.160328
2018-02-15,1,8,49.002834
2018-02-16,1,8,52.292698
2018-02-17,1,8,55.308975
2018-02-18,1,8,58.465622
2018-02-19,1,8,39.80117
2018-02-20,1,8,45.007378
2018-02-21,1,8,45.409622
2018-02-22,1,8,48.570473
2018-02-23,1,8,51.785988
2018-02-24,1,8,54.740387
2018-02-25,1,8,57.97462
2018-02-26,1,8,39.35225
2018-02-27,1,8,44.493206
2018-02-28,1,8,44.862488
2018-03-01,1,8,56.709774
2018-03-02,1,8,59.82157
2018-03-03,1,8,62.530437
2018-03-04,1,8,64.29876
2018-03-05,1,8,44.80768
2018-03-06,1,8,49.483833
2018-03-07,1,8,49.368607
2018-03-08,1,8,52.21218
2018-03-09,1,8,55.30955
2018-03-10,1,8,58.374123
2018-03-11,1,8,61.042664
2018-03-12,1,8,41.660824
2018-03-13,1,8,47.096153
2018-03-14,1,8,47.607464
2018-03-15,1,8,50.11436
2018-03-16,1,8,53.27421
2018-03-17,1,8,56.162273
2018-03-18,1,8,59.235416
2018-03-19,1,8,40.5489
2018-03-20,1,8,45.858273
2018-03-21,1,8,46.224926
2018-03-22,1,8,49.361423
2018-03-23,1,8,52.407974
2018-03-24,1,8,55.23754
2018-03-25,1,8,58.16556
2018-03-26,1,8,39.59936
2018-03-27,1,8,44.84779
2018-03-28,1,8,45.22728
2018-03-29,1,8,48.185295
2018-03-30,1,8,51.421253
2018-03-31,1,8,54.07739
2018-01-01,1,9,28.70188
2018-01-02,1,9,41.879528
2018-01-03,1,9,41.829586
2018-01-04,1,9,45.436344
2018-01-05,1,9,48.03263
2018-01-06,1,9,52.655155
2018-01-07,1,9,56.50473
2018-01-08,1,9,36.574554
2018-01-09,1,9,43.295853
2018-01-10,1,9,42.081676
2018-01-11,1,9,46.81144
2018-01-12,1,9,49.034355
2018-01-13,1,9,52.0745
2018-01-14,1,9,55.664127
2018-01-15,1,9,37.42305
2018-01-16,1,9,43.500298
2018-01-17,1,9,43.42649
2018-01-18,1,9,46.595802
2018-01-19,1,9,49.690685
2018-01-20,1,9,52.382744
2018-01-21,1,9,55.891068
2018-01-22,1,9,38.179268
2018-01-23,1,9,43.09149
2018-01-24,1,9,43.78442
2018-01-25,1,9,46.753155
2018-01-26,1,9,50.384148
2018-01-27,1,9,52.94502
2018-01-28,1,9,57.116
2018-01-29,1,9,38.448963
2018-01-30,1,9,43.901264
2018-01-31,1,9,44.509895
2018-02-01,1,9,52.45668
2018-02-02,1,9,55.67732
2018-02-03,1,9,58.57207
2018-02-04,1,9,61.071793
2018-02-05,1,9,42.45699
2018-02-06,1,9,46.940243
2018-02-07,1,9,47.16241
2018-02-08,1,9,50.13959
2018-02-09,1,9,53.374683
2018-02-10,1,9,56.49904
2018-02-11,1,9,59.498497
2018-02-12,1,9,40.4235
2018-02-13,1,9,45.665333
2018-02-14,1,9,46.160328
2018-02-15,1,9,49.002834
2018-02-16,1,9,52.292698
2018-02-17,1,9,55.308975
2018-02-18,1,9,58.465622
2018-02-19,1,9,39.806065
2018-02-20,1,9,45.007378
2018-02-21,1,9,45.409622
2018-02-22,1,9,48.570473
2018-02-23,1,9,51.785988
2018-02-24,1,9,54.740387
2018-02-25,1,9,57.97462
2018-02-26,1,9,39.357143
2018-02-27,1,9,44.493206
2018-02-28,1,9,44.862488
2018-03-01,1,9,56.709774
2018-03-02,1,9,59.82157
2018-03-03,1,9,62.530437
2018-03-04,1,9,64.29876
2018-03-05,1,9,44.812572
2018-03-06,1,9,49.483833
2018-03-07,1,9,49.368607
2018-03-08,1,9,52.21218
2018-03-09,1,9,55.30955
2018-03-10,1,9,58.374123
2018-03-11,1,9,61.042664
2018-03-12,1,9,41.665718
2018-03-13,1,9,47.096153
2018-03-14,1,9,47.607464
2018-03-15,1,9,50.11436
2018-03-16,1,9,53.27421
2018-03-17,1,9,56.162273
2018-03-18,1,9,59.235416
2018-03-19,1,9,40.553795
2018-03-20,1,9,45.858273
2018-03-21,1,9,46.224926
2018-03-22,1,9,49.361423
2018-03-23,1,9,52.407974
2018-03-24,1,9,55.23754
2018-03-25,1,9,58.16556
2018-03-26,1,9,39.604256
2018-03-27,1,9,44.84779
2018-03-28,1,9,45.22728
2018-03-29,1,9,48.185295
2018-03-30,1,9,51.421253
2018-03-31,1,9,54.07739
2018-01-01,1,10,44.14089
2018-01-02,1,10,42.521793
2018-01-03,1,10,41.92692
2018-01-04,1,10,45.518703
2018-01-05,1,10,49.76858
2018-01-06,1,10,52.52595
2018-01-07,1,10,57.037605
2018-01-08,1,10,37.95535
2018-01-09,1,10,43.73994
2018-01-10,1,10,44.36103
2018-01-11,1,10,46.454403
2018-01-12,1,10,50.533764
2018-01-13,1,10,52.701202
2018-01-14,1,10,55.89555
2018-01-15,1,10,38.781193
2018-01-16,1,10,44.17077
2018-01-17,1,10,44.0292
2018-01-18,1,10,47.30579
2018-01-19,1,10,50.275677
2018-01-20,1,10,54.05135
2018-01-21,1,10,57.270126
2018-01-22,1,10,38.85
2018-01-23,1,10,44.773167
2018-01-24,1,10,44.516747
2018-01-25,1,10,47.684696
2018-01-26,1,10,51.114914
2018-01-27,1,10,54.7633
2018-01-28,1,10,57.48038
2018-01-29,1,10,38.81493
2018-01-30,1,10,44.25579
2018-01-31,1,10,44.509895
2018-02-01,1,10,52.45668
2018-02-02,1,10,55.67732
2018-02-03,1,10,58.57207
2018-02-04,1,10,61.071793
2018-02-05,1,10,42.45699
2018-02-06,1,10,46.940243
2018-02-07,1,10,47.16241
2018-02-08,1,10,50.13959
2018-02-09,1,10,53.374683
2018-02-10,1,10,56.49904
2018-02-11,1,10,59.498497
2018-02-12,1,10,40.4235
2018-02-13,1,10,45.665333
2018-02-14,1,10,46.160328
2018-02-15,1,10,49.002834
2018-02-16,1,10,52.292698
2018-02-17,1,10,55.308975
2018-02-18,1,10,58.465622
2018-02-19,1,10,39.806065
2018-02-20,1,10,45.007378
2018-02-21,1,10,45.409622
2018-02-22,1,10,48.570473
2018-02-23,1,10,51.785988
2018-02-24,1,10,54.740387
2018-02-25,1,10,57.97462
2018-02-26,1,10,39.357143
2018-02-27,1,10,44.493206
2018-02-28,1,10,44.862488
2018-03-01,1,10,56.709774
2018-03-02,1,10,59.82157
2018-03-03,1,10,62.530437
2018-03-04,1,10,64.29876
